,0
Granulated Sugar,63.94557823129252
Artificial Sweetener,13.60544217687075
Honey,20.408163265306122
Maple Syrup,12.244897959183673
Stevia,8.16326530612245
Agave Nectar,3.4013605442176873
Brown Sugar,26.53061224489796
Raw Sugar,24.489795918367346
